gene_name	Ensembl_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Wnt9a	ENSMUSG00000000126	3.39176237628624	-2.30202444533686	0.825521290649972	-2.78857065397353	0.00529411981495971	0.0110304375234143
Pih1d2	ENSMUSG00000000167	44.8176925940784	-0.992663013332051	0.192906251024011	-5.14583124218454	2.66338779015912e-07	7.90309107733755e-07
Ccnd2	ENSMUSG00000000184	2440.81553996365	0.0689396923187616	0.0300858491248892	2.29143249481131	0.0219384119804457	0.0416188263459724
Nalcn	ENSMUSG00000000197	1520.1585308182	0.443613868762392	0.167284641459182	2.65185055180714	0.00800519659026434	0.0162801973962427
Slfn4	ENSMUSG00000000204	972.218918992494	0.325390618595384	0.0498812121057654	6.52331017749615	6.87724339540354e-11	2.43944518600176e-10
Ins2	ENSMUSG00000000215	33.9582392572048	0.507419718938939	0.21056597983426	2.40978965043801	0.0159617203316328	0.0310523309261466
Scnn1g	ENSMUSG00000000216	268.531656849697	0.671624914170211	0.0884738495524841	7.59122517633634	3.16894695717674e-14	1.2802616826058e-13
Pemt	ENSMUSG00000000301	3521.39388668249	-0.13052810574549	0.0440868539729536	-2.96070356541128	0.00306937207226096	0.00657914025649745
Cdh1	ENSMUSG00000000303	99.0759863166826	-0.451912732602869	0.152174699689455	-2.96969689130384	0.00298093716907778	0.00640101438632388
Rnf17	ENSMUSG00000000365	1459.42729104107	-0.502699803307825	0.0675618153879673	-7.44059052322853	1.00236201497977e-13	3.97595010054959e-13
Ccm2	ENSMUSG00000000378	41.6480815242835	-0.558325211736856	0.231362460431188	-2.41320571494749	0.0158128917937105	0.0308155073565174
Dynlt1c	ENSMUSG00000000579	1186.18637992296	0.399792156499338	0.0460581730616457	8.68015663505027	3.95224145744377e-18	1.82389062088657e-17
C1d	ENSMUSG00000000581	53.5776912717962	-2.7296567689956	0.218526009988744	-12.4912213842929	8.3363930463526e-36	6.13569889564936e-35
Grm6	ENSMUSG00000000617	437.201007027007	1.3445614476916	0.0860914077662963	15.6178355375667	5.50426470840018e-55	5.82002575775138e-54
Myo18a	ENSMUSG00000000631	472.289602659486	0.192216446720808	0.0572158618967961	3.35949578226264	0.000780848432121788	0.001792739699298
Sez6	ENSMUSG00000000632	1.36601738082848	3.33749106141618	1.35019246961834	2.47186318729773	0.0134410944373569	0.0265139733390361
Abhd15	ENSMUSG00000000686	1493.46996512379	-0.867273960871248	0.0515907938866831	-16.8106341370939	2.03977591926966e-63	2.4950871691995e-62
Btn1a1	ENSMUSG00000000706	59.6233173013599	-1.02688366081283	0.178387743347448	-5.75646981986174	8.58911292755998e-09	2.77011074143253e-08
Cryba1	ENSMUSG00000000724	5355.98586166145	0.37707962866687	0.0289889926393918	13.0076830663814	1.10646176494302e-38	8.66006777039823e-38
Dnmt3l	ENSMUSG00000000730	1510.38379088646	0.117870738997597	0.034696090259606	3.39723404324968	0.000680707205352174	0.00157503419205666
Icosl	ENSMUSG00000000732	13290.9812560408	-0.279034444119248	0.0354606948478294	-7.86883746403317	3.57951858858328e-15	1.49535410076535e-14
