QBOBA025A0_L34786	1.11457789212019
QBOBA026A8_L34787	0.959634145025921
QBOBA027AG_L34788	0.946538360407144
QBOBA028AO_L34789	0.99484514415306
QBOBA029AW_L34790	0.980372695498461
QBOBA030A1_L34791	0.941839753430462
QBOBA031A9_L34792	0.798233383774456
QBOBA032AH_L34793	0.855496858847218
QBOBA033AP_L34794	0.961166090926705
QBOBA034AX_L34795	0.914162053391998
QBOBA035A7_L34796	0.89725672323464
QBOBA036AF_L34797	1.02055039456062
QBOBA037AN_L34798	1.10353360827678
QBOBA038AV_L34799	1.12541133511025
QBOBA039A5_L34800	1.0890450745626
QBOBA040A8_L34801	1.10764961234402
QBOBA041AG_L34802	0.995813684667138
QBOBA042AO_L34803	1.053345439919
QBOBA043AW_L34804	0.978081848444653
QBOBA044A6_L34805	1.12758763119271
QBOBA045AE_L34806	1.14097902189934
QBOBA046AM_L34807	1.0218711973387
QBOBA047AU_L34808	1.01015155832734
QBOBA048A4_L34809	1.13779976299186
