	QMCDP007A3_pWPIonly_S1	QMCDP008AB_pWPIonly_S2	QMCDP009AJ_pWPIonly_S3	QMCDP010AM_pWPIHXB_S1	QMCDP011AU_pWPIHXB_S2	QMCDP012A4_pWPIHXB_S3
ENSG00000160087	10.7959805921425	10.7840252685319	11.1749233813615	10.797118202987	10.8307865455434	10.8060223932424
ENSG00000230415	6.35432292747283	6.6852958395097	6.6920865800905	5.68131558388443	6.17886257082957	6.38345702463199
ENSG00000162572	8.02617209903533	8.45199373619948	8.62743041860151	7.63105061721693	8.44786564076204	8.27938347942562
ENSG00000131584	11.0373110313614	10.9924617522731	11.2355910094642	10.7951688907501	11.1521332400819	11.200743655228
ENSG00000169972	8.72638172178976	8.63594912144126	8.91403575548028	8.77956453414316	8.44786564076204	8.20118123724765
ENSG00000127054	11.4513691090331	11.3120420171764	11.5735639512926	11.1730994147734	11.1927098412869	11.1595681632668
ENSG00000240731	6.37220281327342	6.50085185297155	6.58208107783455	6.45706955379789	6.29411077865714	6.47904182480388
ENSG00000224051	8.84349964825665	9.11445509666679	9.23785751990297	9.23608191001025	9.3829499487649	9.41439665601838
ENSG00000169962	5.9305897461052	5.67076288469104	5.43168161812008	5.60015782868638	5.7202618108682	5.95517262169231
ENSG00000107404	10.9603345188564	11.2161362379196	11.4853285061479	10.896834315965	11.0495666858178	10.9433035319809
ENSG00000162576	7.37656815298008	8.12244123023637	8.25417911886011	6.64928431024232	7.48282318131209	7.81954348952988
ENSG00000175756	10.8193156256673	11.0295034821972	11.5303756543595	10.7201002099553	10.8559050001353	10.6147651675793
ENSG00000223663	4.70259919932567	4.55992160197688	4.5818442964285	4.24376224454605	4.56458541730026	4.24376224454605
ENSG00000221978	11.4872607140999	11.7162561819364	11.7728700431683	11.262578624211	11.5197335711966	11.6529064175513
ENSG00000224870	9.84653169038235	9.8134906811894	10.1025574321844	9.60683001061066	9.53165572744315	9.38922477823623
ENSG00000242485	11.0226429881834	10.8689335497981	11.4158332298403	10.920275187665	10.4285581379453	10.145333183973
ENSG00000272455	7.87906787383374	7.74379080224211	7.96991023767101	7.64858597552806	7.32032946939009	7.19998086543868
ENSG00000235098	4.56888965423731	4.68999342653073	4.24376224454605	4.24376224454605	4.56458541730026	4.24376224454605
ENSG00000225905	4.24376224454605	4.24376224454605	4.72080105047831	4.24376224454605	4.24376224454605	4.24376224454605
ENSG00000205116	4.88997818597007	4.78920833890626	4.99301885321418	4.96282042532703	4.69654955833685	5.00808685645008
ENSG00000225285	4.24376224454605	5.01068001193945	5.38741358781587	4.24376224454605	4.95538747846032	5.00808685645008
ENSG00000179403	5.3882598142347	6.53094309328856	6.72193273013124	5.46531975591679	6.91312842646997	6.78031546284389
ENSG00000215915	4.88997818597007	4.55992160197688	4.5818442964285	4.75481611102059	4.24376224454605	5.00808685645008
ENSG00000160072	9.15398519075285	8.88248249807353	9.21009334311422	9.04240217478887	8.671232635011	8.48758452591477
ENSG00000197785	10.8663771824065	10.59500663111	10.8767555314185	10.4705968680449	9.92852189580949	9.77430474527085
ENSG00000205090	5.03200388835811	5.22644071614605	5.43168161812008	4.86806796020989	5.13864281769028	5.35439226278083
ENSG00000160075	11.1972604037865	11.19998013855	11.5873507661701	11.0045125965809	10.8135431733752	10.6542874435355
ENSG00000215014	5.57801998892049	5.31629359742567	5.12645872160112	5.55713895201062	5.45314419541082	5.26909257621256
ENSG00000236684	4.24376224454605	4.24376224454605	4.24376224454605	4.60607142818804	4.24376224454605	4.24376224454605
ENSG00000228594	7.83672348166373	8.59212283997211	9.13422196468009	7.3488038800905	8.24735978095481	7.94778630724611
ENSG00000272106	6.76818157862455	6.5748381241775	6.83515173135859	6.12924034614803	6.13798635196903	6.18747591702684
ENSG00000197530	10.0988042968003	10.3362135105602	10.601939710867	10.3443001560639	10.6525307545429	10.6205967235676
ENSG00000189409	5.03200388835811	4.78920833890626	5.1853891441862	4.60607142818804	4.95538747846032	5.00808685645008
ENSG00000248333	9.89420776239641	9.78088922516841	9.82838468727029	9.71393475369342	9.65300822460593	9.65917969154005
ENSG00000272004	4.70259919932567	4.78920833890626	4.72080105047831	4.24376224454605	4.24376224454605	4.68846154454998
ENSG00000189339	10.7269153193866	11.1092268341205	10.8879399542417	11.1070670066481	11.4655704405225	11.5718187094033
ENSG00000269737	6.18111663854908	6.0929250268557	6.20530037996521	6.34932257082627	6.44966801190076	6.58244809520016
ENSG00000269227	5.50634605769308	5.12597646806853	5.06274578976048	5.18792362035609	5.33147206465256	6.02301665931777
ENSG00000215914	4.56888965423731	4.78920833890626	4.82670456785555	4.24376224454605	5.13864281769028	4.87022137981719
ENSG00000008128	7.58917195109351	7.53018251858498	7.61447353844526	7.60433370918264	7.61460256043189	7.61263849130305
ENSG00000268575	7.61811456046953	7.54452005840589	7.88260941817677	7.77361550477477	7.64229154423106	8.10896199342231
ENSG00000227775	8.18379985088568	8.40206792683395	8.21395809846783	8.40734637858024	8.88188784488502	9.3395448688977
ENSG00000215790	7.20500395099908	7.41774027738593	7.10548366120687	7.41201713608742	7.6694498128347	7.95841102749022
ENSG00000008130	11.1895212314862	11.1128021054603	11.1505868837465	11.0370417085227	11.0007213623627	10.7891083471777
ENSG00000078369	13.6450826290701	13.6344702477666	13.679375092314	13.5973430601991	13.6119057780904	13.6846783375954
ENSG00000231050	5.25335544864194	5.50899300533888	5.24039486343599	5.41604807392539	5.37378251166551	5.26909257621256
ENSG00000169885	4.70259919932567	4.87236281309326	4.5818442964285	4.60607142818804	4.79719041032611	4.55883198798707
ENSG00000178821	6.50706095596661	6.42247612791344	6.38842283720991	6.01748587041986	5.74943877926227	5.6045864934338
ENSG00000142609	4.56888965423731	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605
ENSG00000187730	4.80455462399317	5.17774370384633	4.91539311031948	4.75481611102059	5.4142775243314	5.39426036314155
ENSG00000067606	5.20341928428174	5.22644071614605	5.43168161812008	5.25066152483845	5.45314419541082	5.39426036314155
ENSG00000271806	4.56888965423731	4.24376224454605	4.24376224454605	4.24376224454605	4.56458541730026	4.68846154454998
ENSG00000182873	5.34545722465155	5.07055519624893	5.12645872160112	4.86806796020989	5.08247005109998	5.26909257621256
ENSG00000162585	9.98919746140705	10.2587125061139	10.5774751833732	9.90686918347957	10.1016108467649	10.0827286096879
ENSG00000157933	9.94743667621268	10.0231291873775	9.78116112176454	10.0461852279898	10.5229141336829	10.9813513014319
ENSG00000116151	6.79430413840614	6.74999528288922	6.61444287827441	6.18155582705599	6.64614757821488	6.52434959899337
ENSG00000269753	4.56888965423731	4.24376224454605	4.5818442964285	4.24376224454605	4.24376224454605	4.24376224454605
ENSG00000269896	5.03200388835811	5.22644071614605	5.12645872160112	5.12003681948495	5.19110416476804	5.06776982971919
ENSG00000272420	4.56888965423731	4.55992160197688	5.06274578976048	4.75481611102059	5.02177370631719	4.87022137981719
ENSG00000271921	4.80455462399317	4.94520215981227	4.91539311031948	4.96282042532703	4.56458541730026	4.68846154454998
ENSG00000271847	5.03200388835811	5.01068001193945	4.5818442964285	5.30917295958582	5.08247005109998	4.78734308284281
ENSG00000157916	11.1235688010562	11.0729781124966	11.2368411955381	11.3015481973912	11.1669671002695	11.0976056353998
ENSG00000157911	9.08627332526307	9.06604098745881	9.02544208675307	8.62541246064105	8.63747461898282	8.34951486354195
ENSG00000149527	5.30058329281064	5.22644071614605	5.47402890450843	5.46531975591679	5.9103766343009	6.74299410442324
ENSG00000224387	4.24376224454605	4.55992160197688	4.24376224454605	4.60607142818804	4.56458541730026	4.78734308284281
ENSG00000229393	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605	4.68846154454998
ENSG00000157881	9.78778882611952	9.6024192559612	9.97647770030546	9.7745739714146	9.6731079562335	9.73489481455852
ENSG00000197921	4.24376224454605	4.68999342653073	4.5818442964285	4.24376224454605	4.69654955833685	4.68846154454998
ENSG00000272449	6.33619288036115	7.04439926152059	8.1191004678475	5.6414994737772	6.51327840651347	6.53911403311819
ENSG00000238164	5.64511099260829	5.5767088601246	5.85326745233789	5.75687387487009	5.9103766343009	5.93167878345024
ENSG00000157873	8.24966295161284	9.12630837472513	9.79820483612069	9.27859479879854	10.3349696233848	10.4746077223451
ENSG00000225931	4.24376224454605	4.55992160197688	4.24376224454605	4.24376224454605	4.56458541730026	4.55883198798707
ENSG00000228037	4.80455462399317	4.78920833890626	4.82670456785555	4.86806796020989	4.56458541730026	5.00808685645008
ENSG00000157870	9.58662275570864	9.45988813341246	9.10710383131477	9.91945468316064	9.58567768241175	9.50189989984815
ENSG00000142606	4.56888965423731	4.87236281309326	4.5818442964285	4.75481611102059	4.69654955833685	4.55883198798707
ENSG00000215912	6.20156709339706	6.53094309328856	6.24831653292919	5.92637503142189	6.72793281883217	6.53911403311819
ENSG00000231630	4.56888965423731	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605
ENSG00000169717	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605	4.56458541730026	4.55883198798707
ENSG00000177133	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605	4.79719041032611	4.68846154454998
ENSG00000142611	4.24376224454605	4.78920833890626	4.5818442964285	4.24376224454605	5.56142723932625	5.77990235275373
ENSG00000130762	5.79676594527339	6.1340722543553	6.20530037996521	5.12003681948495	5.9103766343009	5.43253151767434
ENSG00000162591	7.03129063612252	7.85690738349167	7.88260941817677	7.17705281498044	8.06084939270984	7.92087284528179
ENSG00000238260	6.26100858439908	5.43643934628992	5.38741358781587	6.57569514658054	5.77787762584445	5.80662066725513
ENSG00000158109	9.20453255403742	8.92111590473506	9.16347343251608	9.53151312633668	9.10066492644268	9.06408828500397
ENSG00000116213	10.5354148934455	10.4337839221557	10.7344214288733	10.2968645852292	10.1809393204082	10.1407019874224
ENSG00000078900	5.03200388835811	5.22644071614605	5.34098530938768	5.25066152483845	5.02177370631719	4.68846154454998
ENSG00000227589	4.24376224454605	4.24376224454605	4.5818442964285	4.24376224454605	4.95538747846032	4.24376224454605
ENSG00000235131	4.80455462399317	4.68999342653073	4.72080105047831	4.24376224454605	4.24376224454605	4.55883198798707
ENSG00000227372	9.16860930294299	9.31831578469395	9.22530376982654	9.12240483408257	9.20103621919361	9.29436241743877
ENSG00000162592	4.70259919932567	4.68999342653073	4.5818442964285	4.60607142818804	4.24376224454605	4.78734308284281
ENSG00000235169	4.964781424659	5.12597646806853	5.24039486343599	4.96282042532703	5.28711973152089	5.17461982057799
ENSG00000130764	11.0875054978155	10.9892235133742	11.1013329079036	10.8039201241532	10.7038890931912	10.6280599580357
ENSG00000266075	4.24376224454605	4.24376224454605	4.72080105047831	4.75481611102059	4.24376224454605	4.68846154454998
ENSG00000272153	6.05084303216716	5.86334631699408	6.18323141806012	5.95752013326059	5.83270918687542	6.12832714792852
ENSG00000116198	10.9846188733689	11.1258361367183	10.8614366113022	11.1488809296368	11.2439764934098	11.3248166484261
ENSG00000169598	9.02864364470902	8.95075908526359	8.95112129161581	9.31172394429058	9.21482032412409	9.29852899305518
ENSG00000198912	9.64527939864281	10.0470023037934	10.3092514933605	9.63327043867631	9.92433609547059	9.85710832863791
ENSG00000236423	5.03200388835811	5.78478135742404	5.82367244587251	5.18792362035609	6.13798635196903	6.12832714792852
ENSG00000233304	4.24376224454605	4.55992160197688	4.5818442964285	4.24376224454605	4.56458541730026	4.55883198798707
ENSG00000226374	4.24376224454605	4.55992160197688	4.24376224454605	4.24376224454605	4.56458541730026	4.24376224454605
ENSG00000235054	4.964781424659	4.55992160197688	4.24376224454605	4.60607142818804	4.24376224454605	4.24376224454605
ENSG00000236948	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605	4.69654955833685	4.24376224454605
ENSG00000264101	4.24376224454605	4.24376224454605	4.5818442964285	4.24376224454605	4.24376224454605	4.24376224454605
ENSG00000131697	10.6360943445356	10.6737720931919	10.6106463316667	10.535091807684	10.5683208714821	10.6288868274185
ENSG00000069424	13.6546267684056	13.6604535795707	13.7949566053903	13.5060081934905	13.5211953202923	13.4878626140968
ENSG00000116254	5.73855478171347	6.30419239356941	5.91029504030101	5.55713895201062	6.54397141420581	6.46358687071312
ENSG00000116251	12.4079051138031	12.7402797955562	12.9090542794781	12.347038550687	12.2422851797433	11.7992678391834
ENSG00000226944	4.24376224454605	4.55992160197688	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605
ENSG00000158286	5.20341928428174	5.27250931827371	5.38741358781587	5.04567742735308	5.13864281769028	5.06776982971919
ENSG00000116237	12.1715100333845	11.9633218892687	11.9124065437521	11.9134116866277	11.875193679035	11.8084195958006
ENSG00000225077	7.06356780824191	7.37012387002104	7.26357253175639	7.51144757456736	7.7668998352086	7.52922421592115
ENSG00000173673	4.24376224454605	4.24376224454605	4.24376224454605	4.60607142818804	4.24376224454605	4.24376224454605
ENSG00000158292	9.81281505718729	10.219447995588	10.2159593344615	9.88686726123527	10.2449865687229	10.1716777051592
ENSG00000097021	12.0830278155321	11.8884747177182	12.1849872233465	11.8802384380487	11.713647334615	11.4845305143859
ENSG00000069812	5.3882598142347	5.91292102877725	5.91029504030101	6.3035897500283	7.12664802459563	7.05712278804198
ENSG00000187017	6.61472980435987	6.1340722543553	6.28992740728369	7.04955148247618	6.25684226780222	6.08727614711683
ENSG00000231868	4.56888965423731	4.24376224454605	4.72080105047831	4.24376224454605	4.24376224454605	4.55883198798707
ENSG00000215788	6.29915064100497	6.50085185297155	6.46217836777169	6.70194429769355	6.82982087086803	7.02669839111556
ENSG00000171680	7.98250363007189	8.26692448276698	7.97594613203662	8.5578784678022	9.05285285021351	9.08354176617294
ENSG00000162408	10.5997198812375	10.153849608743	10.0720559881874	10.8126185816322	10.4607009648239	10.7022143641117
ENSG00000253022	4.24376224454605	4.55992160197688	4.72080105047831	4.24376224454605	4.24376224454605	4.55883198798707
ENSG00000229519	4.70259919932567	4.68999342653073	4.72080105047831	5.04567742735308	5.02177370631719	5.43253151767434
ENSG00000173662	4.88997818597007	5.01068001193945	4.72080105047831	4.60607142818804	4.8815258096803	4.68846154454998
ENSG00000204859	9.50834004816218	9.36706913524035	9.7794456131755	9.55705869366059	9.43489745633196	9.38139024588374
ENSG00000162413	10.8671237970385	10.8632843834621	10.8219955837418	11.1648200927442	11.1183412218942	10.9663832517403
ENSG00000116273	10.5961215395566	10.555264355492	10.4113420332711	10.2968645852292	10.4826872846199	10.457952603982
ENSG00000041988	9.0016653775203	9.09287005302945	9.61603442098324	9.15624461161715	9.25094553058155	9.32123213945885
ENSG00000007923	10.7103683120068	10.5958585470249	10.4517454114031	10.4779070634428	10.3105916990784	10.0959474438245
ENSG00000237436	5.5428042599101	5.78478135742404	5.91029504030101	5.25066152483845	5.45314419541082	5.57239763244055
ENSG00000171735	9.56099820101505	9.60411461211159	9.8267245038426	9.16533722966514	8.94668260648999	8.84787364776223
ENSG00000237365	4.24376224454605	4.24376224454605	4.24376224454605	4.24376224454605	4.56458541730026	4.55883198798707
ENSG00000237402	4.56888965423731	4.24376224454605	4.24376224454605	4.24376224454605	4.56458541730026	4.24376224454605
ENSG00000225126	4.56888965423731	4.24376224454605	4.24376224454605	4.60607142818804	4.56458541730026	4.24376224454605
ENSG00000270171	4.56888965423731	4.24376224454605	4.24376224454605	4.24376224454605	4.56458541730026	4.24376224454605
ENSG00000049245	9.8374141811755	9.83818717516526	9.90275713811638	9.89781179059909	10.0097826393795	9.84292117032146
