gene_name	Ensembl_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Wnt9a	ENSMUSG00000000126	3.39176237628624	-2.302024445338	0.825521290686791	-2.78857065385053	0.00529411981697003	0.0110304375276029
Pih1d2	ENSMUSG00000000167	44.8176925940784	-0.992663013331626	0.192906251036485	-5.1458312418496	2.66338779491181e-07	7.90309109144024e-07
Ccnd2	ENSMUSG00000000184	2440.81553996365	0.0689396923187122	0.0300858491265237	2.29143249468518	0.0219384119877334	0.0416188263597978
Nalcn	ENSMUSG00000000197	1520.1585308182	0.443613868762392	0.167284641459182	2.65185055180714	0.00800519659026425	0.0162801973962425
Slfn4	ENSMUSG00000000204	972.218918992494	0.325390618595486	0.0498812121069944	6.52331017733746	6.87724340268282e-11	2.43944518858381e-10
Ins2	ENSMUSG00000000215	33.9582392572048	0.507419718938063	0.210565979848163	2.40978965027474	0.0159617203387753	0.0310523309400417
Scnn1g	ENSMUSG00000000216	268.531656849697	0.671624914169991	0.0884738495558816	7.59122517604234	3.16894696436794e-14	1.28026168551106e-13
Pemt	ENSMUSG00000000301	3521.39388668249	-0.130528105745485	0.0440868539712749	-2.96070356552391	0.00306937207113862	0.00657914025409172
Cdh1	ENSMUSG00000000303	99.0759863166826	-0.451912732602892	0.152174699692946	-2.96969689123586	0.00298093716973736	0.00640101438774021
Rnf17	ENSMUSG00000000365	1459.42729104107	-0.502699803307926	0.0675618153844815	-7.44059052361392	1.00236201205528e-13	3.97595008894936e-13
Ccm2	ENSMUSG00000000378	41.6480815242835	-0.558325211736484	0.231362460437682	-2.41320571487815	0.0158128917967189	0.0308155073641768
Dynlt1c	ENSMUSG00000000579	1186.18637992296	0.399792156499392	0.0460581730627695	8.68015663483966	3.95224146476273e-18	1.82389062426414e-17
C1d	ENSMUSG00000000581	53.5776912717962	-2.72965676899654	0.218526009998223	-12.4912213837554	8.33639310268351e-36	6.13569893710968e-35
Grm6	ENSMUSG00000000617	437.201007027007	1.34456144769156	0.0860914077656794	15.6178355376781	5.50426469878502e-55	5.82002574758463e-54
Myo18a	ENSMUSG00000000631	472.289602659486	0.192216446721305	0.0572158619006796	3.35949578204329	0.000780848432741668	0.00179273970072117
Sez6	ENSMUSG00000000632	1.36601738082848	3.33749106141422	1.35019246968062	2.47186318718226	0.0134410944416982	0.0265139733475997
Abhd15	ENSMUSG00000000686	1493.46996512379	-0.867273960871284	0.0515907938856141	-16.8106341374429	2.03977590725954e-63	2.49508715450853e-62
Btn1a1	ENSMUSG00000000706	59.6233173013599	-1.02688366081089	0.178387743356088	-5.75646981957212	8.58911294228912e-09	2.77011074618289e-08
Cryba1	ENSMUSG00000000724	5355.98586166145	0.377079628666875	0.0289889926395531	13.0076830663091	1.10646176598841e-38	8.6600677785803e-38
Dnmt3l	ENSMUSG00000000730	1510.38379088646	0.117870738997667	0.0346960902618523	3.39723404303174	0.000680707205894354	0.00157503419329628
Icosl	ENSMUSG00000000732	13290.9812560408	-0.27903444411923	0.0354606948463874	-7.86883746435263	3.5795185794443e-15	1.49535409694751e-14
Tcf7	ENSMUSG00000000782	14.0958425031852	1.39686018850852	0.367002257907833	3.80613513516671	0.000141155277231411	0.000347610157176578
Il12rb1	ENSMUSG00000000791	839.966188425718	-0.335512161569704	0.11801639583508	-2.84292838461667	0.00447011134733288	0.00940774645195531
Kcnn3	ENSMUSG00000000794	29.6907603894049	0.935506642393003	0.252597441245317	3.7035475806125	0.000212605282644606	0.000514761187591211
Bcl11a	ENSMUSG00000000861	26.8635811659249	0.692310951215091	0.259576746515538	2.66707615573589	0.00765143316588279	0.0155959859642763
Il4	ENSMUSG00000000869	4.44847570608842	1.9204090847016	0.719710509317177	2.66830768738334	0.00762344077118808	0.0155447958787243
Nsun5	ENSMUSG00000000916	3447.70533815046	0.126796505746456	0.0296512459791037	4.27626231409682	1.90057267906124e-05	5.0074607894964e-05
Icam4	ENSMUSG00000001014	5909.38336278306	0.3879089864193	0.0508885052179914	7.62272314263528	2.48379234070122e-14	1.00684710346834e-13
Ilf2	ENSMUSG00000001016	3293.65896627996	-0.109233614656263	0.0465605456689844	-2.34605529395733	0.0189732925064609	0.0364385726106479
S100a3	ENSMUSG00000001021	16.5027208771741	1.41099279893316	0.378542934103317	3.727431347452	0.000193441229661124	0.000469888388973304
Sec24b	ENSMUSG00000001052	7.5878721692999	-2.48712168059814	0.524594252676761	-4.74103875120155	2.12625255942462e-06	5.98219689876147e-06
Vps9d1	ENSMUSG00000001062	1952.57647096259	0.580138109199047	0.0404362465248241	14.346982201795	1.11274902779208e-46	1.02331223918112e-45
Sebox	ENSMUSG00000001103	2.11545133482874	3.10275455712778	1.17000629705721	2.65191269904426	0.00800372333129528	0.0162787337729631
Col6a1	ENSMUSG00000001119	929.41837321272	0.982044425458156	0.0461993447417346	21.2566743305131	2.85977854145536e-100	5.6211952732046e-99
Uxt	ENSMUSG00000001134	16086.7305023498	-0.181910081635439	0.0246807143039215	-7.37053552807974	1.69943966768289e-13	6.67235472578804e-13
Cnnm3	ENSMUSG00000001138	8389.39864355159	-0.460282198362942	0.0375957669157495	-12.2429261622569	1.83302786881976e-34	1.3115954959339e-33
Pcnt	ENSMUSG00000001151	822.526870117214	-0.433862384926942	0.0509663564885102	-8.51272123061713	1.6989819182009e-17	7.71362072235726e-17
Mxd1	ENSMUSG00000001156	1273.78153829742	-0.28741212040356	0.0634668829866366	-4.5285368822048	5.93935151990659e-06	1.62530873490021e-05
