	entrezgene	ensembl_gene_id	gene_name	filter	baseMean	log2FoldChange_condition_treat_day6_on_vs_day6_off	lfcSE_condition_treat_day6_on_vs_day6_off	stat_condition_treat_day6_on_vs_day6_off	pvalue_condition_treat_day6_on_vs_day6_off	padj_condition_treat_day6_on_vs_day6_off	filter1	external_gene_name	pathway_id
5645	19062	ENSMUSG00000006127	Inpp5k	1	813.747541943418	-0.500554373787676	0.0895034511381023	-5.59257064864827	2.23732068734146e-08	1.80793023931932e-07	DE	Inpp5k	mmu01100
5646	19063	ENSMUSG00000028657	Ppt1	1	1154.76406490461	-0.715057718727377	0.0846147096108634	-8.45074954479987	2.89438559712978e-17	5.22579372665641e-16	DE	Ppt1	mmu00062
5647	19063	ENSMUSG00000028657	Ppt1	1	1154.76406490461	-0.715057718727377	0.0846147096108634	-8.45074954479987	2.89438559712978e-17	5.22579372665641e-16	DE	Ppt1	mmu04142
5648	19063	ENSMUSG00000028657	Ppt1	1	1154.76406490461	-0.715057718727377	0.0846147096108634	-8.45074954479987	2.89438559712978e-17	5.22579372665641e-16	DE	Ppt1	mmu01212
5649	19063	ENSMUSG00000028657	Ppt1	1	1154.76406490461	-0.715057718727377	0.0846147096108634	-8.45074954479987	2.89438559712978e-17	5.22579372665641e-16	DE	Ppt1	mmu01100
5650	19065	ENSMUSG00000048337	Npy4r	1	16.3063888908827	-1.69104115433977	0.551818382647995	-3.06448862073972	0.00218042469026195	0.00753556644563707	DE	Npy4r	mmu04080
5651	19069	ENSMUSG00000040667	Nup88	1	1697.25542000913	0.396745004758806	0.0768433512928684	5.16303620396143	2.42976123067936e-07	1.71252974267357e-06	DE	Nup88	mmu03013
5652	19072	ENSMUSG00000019849	Prep	1	2795.55553800779	0.402185730540136	0.0802374481523456	5.01244418661611	5.37429667110212e-07	3.62905861166037e-06	DE	Prep	mmu04614
5653	19076	ENSMUSG00000026134	Prim2	1	258.118420689884	0.64810634226955	0.137787899736919	4.70365208778848	2.55548572132132e-06	1.56071663033295e-05	DE	Prim2	mmu03030
5654	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04530
5655	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04931
5656	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04710
5657	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu05410
5658	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04910
5659	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04152
5660	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04068
5661	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04211
5662	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04932
5663	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04920
5664	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04213
5665	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04714
5666	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04921
5667	19079	ENSMUSG00000029513	Prkab1	1	2218.64854007916	-0.254243896232419	0.0722212821291716	-3.52034592487143	0.000430984306676322	0.00175189355351392	DE	Prkab1	mmu04922
