gene_name	Ensembl_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Pih1d2	ENSMUSG00000000167	44.8176925940784	-0.736110230444913	0.194517022533457	-3.78429723454307	0.000154143517070081	0.000434473937336626
Nalcn	ENSMUSG00000000197	1520.1585308182	0.458438641294239	0.167110680227279	2.74332341099168	0.0060820751145446	0.0141471935635181
Slfn4	ENSMUSG00000000204	972.218918992494	0.316933306729043	0.049731848840413	6.3728438439131	1.85554793811783e-10	7.9927311184888e-10
Ins2	ENSMUSG00000000215	33.9582392572048	0.511284273309457	0.210186255534531	2.43252952962692	0.0149937688409278	0.032644163928817
Scnn1g	ENSMUSG00000000216	268.531656849697	0.422369628044438	0.0858865725139136	4.91776089884148	8.75397434247199e-07	2.98411478216948e-06
Pemt	ENSMUSG00000000301	3521.39388668249	-0.113626334754899	0.0442796336246443	-2.56610828621804	0.0102846715384983	0.0229870123719235
Rnf17	ENSMUSG00000000365	1459.42729104107	-0.341804371843947	0.0679242101105489	-5.03214349180725	4.85026003545163e-07	1.68503244267974e-06
Ccm2	ENSMUSG00000000378	41.6480815242835	-0.596342084484552	0.228321526499913	-2.6118522139645	0.00900531730456088	0.0203528839101406
Acvrl1	ENSMUSG00000000530	16.9188626239825	-1.04261360580235	0.332017840147456	-3.14023368545288	0.00168813116119396	0.00422267361557572
Dynlt1c	ENSMUSG00000000579	1186.18637992296	0.270244453739223	0.0452748656590889	5.96897306717843	2.38751515054176e-09	9.6168380164093e-09
C1d	ENSMUSG00000000581	53.5776912717962	-2.46577072801559	0.220263592708181	-11.1946359255222	4.33177996254009e-29	3.85399961906058e-28
Grm6	ENSMUSG00000000617	437.201007027007	1.23654040635577	0.0872434784522199	14.1734422823704	1.33778780576929e-45	1.77402653040074e-44
Myo18a	ENSMUSG00000000631	472.289602659486	0.18324528326051	0.0583704509738452	3.13935013698316	0.00169322997774457	0.0042349373601063
Abhd15	ENSMUSG00000000686	1493.46996512379	-0.566234534829468	0.0525281523346205	-10.7796392917531	4.29566921638617e-27	3.58143753038881e-26
Btn1a1	ENSMUSG00000000706	59.6233173013599	-0.65646700045255	0.204519263578391	-3.20980522307097	0.00132824944099007	0.00336572955123374
Cryba1	ENSMUSG00000000724	5355.98586166145	0.282518511872627	0.0293014664944085	9.64178744864319	5.32525040367943e-22	3.71443523475244e-21
Dnmt3l	ENSMUSG00000000730	1510.38379088646	0.146792807576677	0.0358619655404531	4.09327278537177	4.25326848072379e-05	0.000126259592855016
Icosl	ENSMUSG00000000732	13290.9812560408	-0.256642619120706	0.0355373908489075	-7.22176313426781	5.1317804284413e-13	2.51147985535091e-12
Il12rb1	ENSMUSG00000000791	839.966188425718	-0.375272532528122	0.110950638979271	-3.38233773127017	0.000718717247869774	0.00188625075792526
Kcnn3	ENSMUSG00000000794	29.6907603894049	0.585164135904497	0.245529433820506	2.38327489620768	0.0171593753079856	0.0369494443184914
Car4	ENSMUSG00000000805	4.12053709932621	-1.75663636572847	0.682644674278455	-2.5732807006591	0.0100739466615049	0.0225440169669355
Nsun5	ENSMUSG00000000916	3447.70533815046	0.144891789603525	0.0300441114665746	4.82263520306544	1.41673935171147e-06	4.74928669703153e-06
Icam4	ENSMUSG00000001014	5909.38336278306	0.398029659993163	0.0509356212359066	7.81436743746979	5.52397353321434e-15	2.94784773380672e-14
Snapin	ENSMUSG00000001018	102.97408490766	0.401822544420194	0.14311906296335	2.80761022396501	0.00499105961453958	0.0117601297767544
Sec24b	ENSMUSG00000001052	7.5878721692999	-2.09373235816651	0.556731399800731	-3.76075852541443	0.000169398898724994	0.000475487917133228
Vps9d1	ENSMUSG00000001062	1952.57647096259	0.35901705737043	0.0402531007718921	8.91899134441648	4.70554141908078e-19	2.94891516492553e-18
Col6a1	ENSMUSG00000001119	929.41837321272	0.743012350781103	0.0454538573815097	16.3465191643637	4.60547974207645e-60	8.18827764513049e-59
